"","subject","sessionIndex","rep","H.period","DD.period.t","UD.period.t","H.t","DD.t.i","UD.t.i","H.i","DD.i.e","UD.i.e","H.e","DD.e.five","UD.e.five","H.five","DD.five.Shift.r","UD.five.Shift.r","H.Shift.r","DD.Shift.r.o","UD.Shift.r.o","H.o","DD.o.a","UD.o.a","H.a","DD.a.n","UD.a.n","H.n","DD.n.l","UD.n.l","H.l","DD.l.Return","UD.l.Return","H.Return"
"15560","s044",8,10,0.091,0.3378,0.2468,0.0591,0.1385,0.0794,0.0762,0.1799,0.1037,0.0718,0.3052,0.2334,0.0639,0.5175,0.4536,0.0668,0.3391,0.2723,0.0778,0.0882,0.0104,0.1132,0.2607,0.1475,0.0683,0.2141,0.1458,0.0936,0.6051,0.5115,0.0955
"15561","s044",8,11,0.0871,0.2571,0.17,0.0538,0.1264,0.0726,0.0599,0.1725,0.1126,0.0507,0.2891,0.2384,0.0644,0.4851,0.4207,0.0562,0.5739,0.5177,0.0823,0.1175,0.0352,0.1089,0.2089,0.1,0.0575,0.1936,0.1361,0.0921,0.2041,0.112,0.0686
"15562","s044",8,12,0.0794,0.2787,0.1993,0.0575,0.134,0.0765,0.0649,0.143,0.0781,0.062,0.2498,0.1878,0.0604,0.4234,0.363,0.0607,0.3405,0.2798,0.0723,0.0808,0.0085,0.1039,0.2709,0.167,0.067,0.2302,0.1632,0.0799,0.3277,0.2478,0.0546
"15563","s044",8,13,0.072,0.2491,0.1771,0.0636,0.1122,0.0486,0.0562,0.1789,0.1227,0.0681,0.2508,0.1827,0.0712,0.4091,0.3379,0.0583,0.2912,0.2329,0.0723,0.1004,0.0281,0.1155,0.206,0.0905,0.0504,0.182,0.1316,0.095,0.2043,0.1093,0.0673
"15564","s044",8,14,0.0834,0.2748,0.1914,0.0581,0.098,0.0399,0.0544,0.1778,0.1234,0.0536,0.2569,0.2033,0.0551,0.9737,0.9186,0.0718,0.3263,0.2545,0.077,0.0824,0.0054,0.1179,0.2116,0.0937,0.0525,0.187,0.1345,0.0813,0.2133,0.132,0.0559
"15565","s044",8,15,0.0876,0.3027,0.2151,0.0599,0.1227,0.0628,0.0435,0.1598,0.1163,0.0478,0.2709,0.2231,0.0541,0.604,0.5499,0.0588,0.3304,0.2716,0.0741,0.0961,0.022,0.0979,0.4898,0.3919,0.0834,0.3036,0.2202,0.0662,0.3636,0.2974,0.0749
"15566","s044",8,16,0.0907,0.2647,0.174,0.0594,0.0953,0.0359,0.0509,0.1725,0.1216,0.0557,0.2595,0.2038,0.0517,0.5381,0.4864,0.0567,0.326,0.2693,0.0691,0.1043,0.0352,0.0831,0.1926,0.1095,0.0522,0.1835,0.1313,0.0852,0.2019,0.1167,0.0839
"15567","s044",8,17,0.0886,0.3048,0.2162,0.0559,0.0905,0.0346,0.0599,0.1876,0.1277,0.0544,0.2366,0.1822,0.0596,0.4424,0.3828,0.0707,0.2886,0.2179,0.0728,0.0771,0.0043,0.1076,0.2242,0.1166,0.0554,0.1952,0.1398,0.0765,0.2056,0.1291,0.0691
"15568","s044",8,18,0.0736,0.2943,0.2207,0.061,0.1301,0.0691,0.0567,0.1841,0.1274,0.0565,0.2814,0.2249,0.0623,0.4788,0.4165,0.0636,0.3282,0.2646,0.0723,0.0998,0.0275,0.1018,0.2073,0.1055,0.0488,0.1838,0.135,0.0939,0.2106,0.1167,0.0712
"15570","s044",8,20,0.076,0.3006,0.2246,0.048,0.1129,0.0649,0.0433,0.1401,0.0968,0.0478,0.2791,0.2313,0.0483,0.5518,0.5035,0.0567,0.3266,0.2699,0.0876,0.2014,0.1138,0.0865,0.2474,0.1609,0.0483,0.2142,0.1659,0.0847,0.5281,0.4434,0.0744
"15571","s044",8,21,0.0681,0.299,0.2309,0.066,0.1037,0.0377,0.047,0.1781,0.1311,0.0517,0.2827,0.231,0.0491,0.5724,0.5233,0.0515,0.7349,0.6834,0.0702,0.1183,0.0481,0.0984,0.2055,0.1071,0.0488,0.1867,0.1379,0.0871,0.2189,0.1318,0.0644
"15573","s044",8,23,0.0755,0.3041,0.2286,0.0541,0.1815,0.1274,0.0557,0.1673,0.1116,0.0475,0.3566,0.3091,0.0464,0.5373,0.4909,0.0507,0.3029,0.2522,0.0557,0.0787,0.023,0.114,0.2127,0.0987,0.0385,0.1899,0.1514,0.0718,0.2289,0.1571,0.0607
"15574","s044",8,24,0.0797,0.3346,0.2549,0.0586,0.1541,0.0955,0.0544,0.1536,0.0992,0.0457,0.2495,0.2038,0.0472,0.4534,0.4062,0.0517,0.2801,0.2284,0.071,0.1067,0.0357,0.0939,0.1873,0.0934,0.0475,0.1894,0.1419,0.0765,0.2148,0.1383,0.0628
"15575","s044",8,25,0.0718,0.274,0.2022,0.0599,0.0955,0.0356,0.0557,0.1586,0.1029,0.0475,0.2474,0.1999,0.0512,0.512,0.4608,0.0628,0.3023,0.2395,0.0689,0.0714,0.0025,0.0979,0.2034,0.1055,0.0488,0.183,0.1342,0.0723,0.1911,0.1188,0.0686
"15576","s044",8,26,0.0757,0.2903,0.2146,0.0541,0.1222,0.0681,0.0409,0.1274,0.0865,0.043,0.2524,0.2094,0.0404,0.5766,0.5362,0.0581,0.7781,0.72,0.0623,0.1122,0.0499,0.0863,0.1615,0.0752,0.0486,0.1976,0.149,0.0836,0.227,0.1434,0.053
"15577","s044",8,27,0.0757,0.3375,0.2618,0.0588,0.0836,0.0248,0.0602,0.1742,0.114,0.0533,0.2574,0.2041,0.0467,0.454,0.4073,0.0538,0.2833,0.2295,0.0649,0.0795,0.0146,0.0981,0.1733,0.0752,0.0536,0.1749,0.1213,0.0781,0.2101,0.132,0.0675
"15578","s044",8,28,0.0776,0.2743,0.1967,0.0559,0.1258,0.0699,0.0583,0.139,0.0807,0.0525,0.2534,0.2009,0.052,0.5012,0.4492,0.0541,0.3129,0.2588,0.0683,0.0882,0.0199,0.1037,0.1829,0.0792,0.0522,0.1812,0.129,0.0794,0.1953,0.1159,0.0612
"15579","s044",8,29,0.0678,0.2887,0.2209,0.0512,0.0995,0.0483,0.0551,0.1593,0.1042,0.0472,0.2521,0.2049,0.037,0.4603,0.4233,0.0583,0.3361,0.2778,0.0752,0.1847,0.1095,0.0892,0.1918,0.1026,0.0509,0.1888,0.1379,0.0765,0.2069,0.1304,0.0559
"15580","s044",8,30,0.0612,0.2457,0.1845,0.0483,0.1261,0.0778,0.0517,0.1427,0.091,0.047,0.245,0.198,0.047,0.4875,0.4405,0.052,0.3052,0.2532,0.0649,0.1212,0.0563,0.0915,0.1944,0.1029,0.0457,0.2282,0.1825,0.0665,0.2433,0.1768,0.061
"15581","s044",8,31,0.0784,0.2769,0.1985,0.0525,0.0995,0.047,0.0522,0.153,0.1008,0.0467,0.24,0.1933,0.0417,0.4885,0.4468,0.0586,0.2855,0.2269,0.0596,0.0766,0.017,0.1126,0.2055,0.0929,0.0428,0.1731,0.1303,0.0668,0.1843,0.1175,0.0636
"15582","s044",8,32,0.0755,0.2753,0.1998,0.0533,0.115,0.0617,0.0488,0.1332,0.0844,0.0517,0.2231,0.1714,0.0472,0.4307,0.3835,0.0567,0.2873,0.2306,0.0554,0.0631,0.0077,0.1008,0.1934,0.0926,0.0491,0.1894,0.1403,0.0694,0.2164,0.147,0.0565
"15584","s044",8,34,0.0649,0.294,0.2291,0.0496,0.1018,0.0522,0.0486,0.1507,0.1021,0.0422,0.26,0.2178,0.0483,0.4917,0.4434,0.0546,0.3316,0.277,0.0446,0.5217,0.4771,0.0694,0.2295,0.1601,0.043,0.2642,0.2212,0.0704,0.3356,0.2652,0.0567
"15585","s044",8,35,0.0683,0.2573,0.189,0.0522,0.0934,0.0412,0.0575,0.1543,0.0968,0.0457,0.2213,0.1756,0.0443,0.4389,0.3946,0.0583,0.3809,0.3226,0.0757,0.4342,0.3585,0.0757,0.1773,0.1016,0.0399,0.2258,0.1859,0.0683,0.5315,0.4632,0.0668
"15586","s044",8,36,0.0813,0.2729,0.1916,0.0573,0.0987,0.0414,0.047,0.1578,0.1108,0.0472,0.2608,0.2136,0.0472,0.5679,0.5207,0.0583,0.7356,0.6773,0.0599,0.1117,0.0518,0.091,0.1997,0.1087,0.0517,0.2358,0.1841,0.0646,0.5313,0.4667,0.0784
"15587","s044",8,37,0.091,0.284,0.193,0.0586,0.1066,0.048,0.0459,0.1485,0.1026,0.0522,0.2758,0.2236,0.0412,0.5544,0.5132,0.0628,0.5956,0.5328,0.057,0.1214,0.0644,0.0881,0.2179,0.1298,0.0501,0.236,0.1859,0.0686,0.5527,0.4841,0.0673
"15588","s044",8,38,0.072,0.3064,0.2344,0.0544,0.103,0.0486,0.0612,0.1551,0.0939,0.0507,0.277,0.2263,0.048,0.5586,0.5106,0.0578,0.5729,0.5151,0.0741,0.1056,0.0315,0.0892,0.2417,0.1525,0.047,0.2071,0.1601,0.0839,0.2692,0.1853,0.0741
"15589","s044",8,39,0.086,0.3177,0.2317,0.0596,0.1089,0.0493,0.0604,0.1511,0.0907,0.048,0.255,0.207,0.0412,0.494,0.4528,0.0533,0.7384,0.6851,0.0633,0.1304,0.0671,0.0873,0.2034,0.1161,0.0499,0.2216,0.1717,0.0755,0.5311,0.4556,0.0791
"15590","s044",8,40,0.0649,0.2478,0.1829,0.0517,0.1016,0.0499,0.0428,0.1612,0.1184,0.0351,0.2592,0.2241,0.0367,0.5315,0.4948,0.0515,0.3989,0.3474,0.0588,0.1024,0.0436,0.0802,0.1923,0.1121,0.0462,0.2015,0.1553,0.0826,0.5042,0.4216,0.0773
"15591","s044",8,41,0.0857,0.2489,0.1632,0.0501,0.1176,0.0675,0.0581,0.1336,0.0755,0.0451,0.2368,0.1917,0.0467,0.5022,0.4555,0.0581,0.4764,0.4183,0.0573,0.1194,0.0621,0.0884,0.1966,0.1082,0.0425,0.2089,0.1664,0.0715,0.2069,0.1354,0.0681
"15592","s044",8,42,0.0741,0.2689,0.1948,0.0441,0.0887,0.0446,0.0575,0.1556,0.0981,0.0496,0.2329,0.1833,0.0486,0.5304,0.4818,0.0499,0.3894,0.3395,0.0578,0.1114,0.0536,0.0952,0.1786,0.0834,0.0446,0.1923,0.1477,0.0868,0.1832,0.0964,0.0741
"15593","s044",8,43,0.0681,0.3085,0.2404,0.0428,0.099,0.0562,0.0425,0.142,0.0995,0.0404,0.2305,0.1901,0.0467,0.5001,0.4534,0.0565,0.4535,0.397,0.0715,0.1512,0.0797,0.0915,0.1789,0.0874,0.0464,0.2046,0.1582,0.0789,0.212,0.1331,0.0704
"15594","s044",8,44,0.067,0.2916,0.2246,0.048,0.1039,0.0559,0.0554,0.1527,0.0973,0.061,0.2709,0.2099,0.0377,0.4879,0.4502,0.0567,0.508,0.4513,0.0565,0.1191,0.0626,0.0995,0.1842,0.0847,0.0428,0.2037,0.1609,0.0847,0.2004,0.1157,0.0718
"15595","s044",8,45,0.0726,0.3616,0.289,0.0528,0.0929,0.0401,0.0578,0.1562,0.0984,0.0493,0.2305,0.1812,0.0504,0.4371,0.3867,0.0528,0.364,0.3112,0.061,0.1043,0.0433,0.0897,0.1826,0.0929,0.0422,0.2155,0.1733,0.0723,0.2228,0.1505,0.066
"15596","s044",8,46,0.0625,0.2987,0.2362,0.0467,0.1026,0.0559,0.0488,0.1459,0.0971,0.0475,0.24,0.1925,0.0409,0.4841,0.4432,0.0551,0.6056,0.5505,0.0639,0.1305,0.0666,0.0918,0.1892,0.0974,0.0457,0.2118,0.1661,0.0749,0.2264,0.1515,0.0617
"15597","s044",8,47,0.0723,0.2568,0.1845,0.0528,0.0987,0.0459,0.0554,0.1501,0.0947,0.0404,0.2616,0.2212,0.0438,0.5592,0.5154,0.0356,0.6636,0.628,0.0583,0.1372,0.0789,0.0599,0.1565,0.0966,0.0454,0.2247,0.1793,0.0702,0.2172,0.147,0.0467
"15598","s044",8,48,0.0633,0.2729,0.2096,0.0449,0.1082,0.0633,0.0422,0.144,0.1018,0.0493,0.2508,0.2015,0.0364,0.4155,0.3791,0.0583,0.3812,0.3229,0.0596,0.1146,0.055,0.082,0.1723,0.0903,0.038,0.1833,0.1453,0.0689,0.2088,0.1399,0.0633
"15599","s044",8,49,0.0578,0.3177,0.2599,0.0541,0.0805,0.0264,0.0762,0.1643,0.0881,0.0551,0.2373,0.1822,0.0499,0.3775,0.3276,0.0578,0.4297,0.3719,0.0573,0.1022,0.0449,0.0842,0.1739,0.0897,0.0496,0.1931,0.1435,0.0784,0.1946,0.1162,0.0699
"15600","s044",8,50,0.0628,0.2982,0.2354,0.0496,0.1029,0.0533,0.0512,0.1459,0.0947,0.048,0.2439,0.1959,0.0367,0.473,0.4363,0.0544,0.458,0.4036,0.0662,0.1074,0.0412,0.0915,0.2042,0.1127,0.0433,0.2039,0.1606,0.0718,0.5851,0.5133,0.0657
"15953","s046",8,3,0.0261,0.2006,0.1745,0.0818,0.2116,0.1298,0.0736,0.6031,0.5295,0.0686,0.1923,0.1237,0.081,0.4329,0.3519,0.1179,0.1738,0.0559,0.1,0.1175,0.0175,0.1108,0.1066,-0.0042,0.1177,0.1915,0.0738,0.1266,0.2531,0.1265,0.1118
"15954","s046",8,4,0.1169,0.303,0.1861,0.0936,0.1643,0.0707,0.0586,0.1639,0.1053,0.0805,0.2002,0.1197,0.076,0.4049,0.3289,0.1069,0.1702,0.0633,0.1145,0.1681,0.0536,0.0992,0.1074,0.0082,0.1087,0.2013,0.0926,0.1137,0.2971,0.1834,0.0475
"15955","s046",8,5,0.091,1.0595,0.9685,0.0813,0.1209,0.0396,0.0665,0.1594,0.0929,0.0884,0.2139,0.1255,0.0694,0.4721,0.4027,0.1016,0.1449,0.0433,0.0966,0.1231,0.0265,0.11,0.0968,-0.0132,0.114,0.1878,0.0738,0.1211,0.2716,0.1505,0.0929
"15956","s046",8,6,0.1021,0.2734,0.1713,0.095,0.1755,0.0805,0.071,0.1391,0.0681,0.0884,0.24,0.1516,0.0559,0.4234,0.3675,0.1161,0.1694,0.0533,0.096,0.1185,0.0225,0.1066,0.1143,0.0077,0.0744,0.1728,0.0984,0.0963,0.2341,0.1378,0.091
"15957","s046",8,7,0.0981,0.2552,0.1571,0.0944,0.1277,0.0333,0.0665,0.1699,0.1034,0.0984,0.2089,0.1105,0.0797,0.4535,0.3738,0.1419,0.1926,0.0507,0.1074,0.1647,0.0573,0.1485,0.143,-0.0055,0.3452,0.471,0.1258,0.1477,0.3422,0.1945,0.081
"15958","s046",8,8,0.0976,0.2842,0.1866,0.0995,0.1597,0.0602,0.0673,0.1488,0.0815,0.0915,0.2067,0.1152,0.0718,0.3786,0.3068,0.11,0.1501,0.0401,0.1715,0.1138,-0.0577,0.1098,0.1228,0.013,0.1261,0.1912,0.0651,0.1092,0.7678,0.6586,0.106
"15959","s046",8,9,0.1174,0.3465,0.2291,0.0889,0.5583,0.4694,0.0802,0.1783,0.0981,0.1187,0.3924,0.2737,0.0889,0.6053,0.5164,0.1085,0.1887,0.0802,0.1042,0.1178,0.0136,0.0937,0.0895,-0.0042,0.1129,0.1709,0.058,0.1208,0.2441,0.1233,0.0995
"15961","s046",8,11,0.1295,0.26,0.1305,0.0936,0.1329,0.0393,0.0649,0.1501,0.0852,0.0929,0.2298,0.1369,0.0873,0.463,0.3757,0.1,0.1116,0.0116,0.0644,0.1083,0.0439,0.1082,0.1146,0.0064,0.1058,0.1831,0.0773,0.1126,0.2483,0.1357,0.0913
"15963","s046",8,13,0.1467,0.3107,0.164,0.0849,0.1915,0.1066,0.0731,0.1588,0.0857,0.0752,0.1965,0.1213,0.0718,0.4677,0.3959,0.1061,0.1262,0.0201,0.0905,0.127,0.0365,0.1253,0.1124,-0.0129,0.1,0.1796,0.0796,0.0831,0.2803,0.1972,0.1042
"15964","s046",8,14,0.1076,0.3544,0.2468,0.105,0.1111,0.0061,0.0768,0.1583,0.0815,0.1039,0.2231,0.1192,0.0749,0.3701,0.2952,0.1021,0.1243,0.0222,0.1026,0.1185,0.0159,0.1283,0.0945,-0.0338,0.0993,0.1792,0.0799,0.0981,0.261,0.1629,0.1071
"15965","s046",8,15,0.1097,0.2837,0.174,0.0762,0.1145,0.0383,0.0654,0.1414,0.076,0.0907,0.221,0.1303,0.0784,0.3859,0.3075,0.114,0.1177,0.0037,0.0873,0.114,0.0267,0.1325,0.0871,-0.0454,0.1193,0.2127,0.0934,0.0989,0.2591,0.1602,0.0892
"15967","s046",8,17,0.1132,0.3494,0.2362,0.096,0.1037,0.0077,0.0594,0.1486,0.0892,0.0923,0.2067,0.1144,0.0781,0.3696,0.2915,0.1119,0.1344,0.0225,0.0813,0.1621,0.0808,0.1134,0.143,0.0296,0.0886,0.2521,0.1635,0.0886,0.3817,0.2931,0.0934
"15969","s046",8,19,0.0981,0.2745,0.1764,0.0752,0.1195,0.0443,0.0623,0.1501,0.0878,0.0733,0.1888,0.1155,0.0662,0.5033,0.4371,0.1214,0.218,0.0966,0.0847,0.1201,0.0354,0.1137,0.1486,0.0349,0.0936,0.1577,0.0641,0.1084,0.2565,0.1481,0.1039
"15970","s046",8,20,0.096,0.2993,0.2033,0.0868,0.1936,0.1068,0.0958,0.2045,0.1087,0.0897,0.1978,0.1081,0.0749,0.465,0.3901,0.1517,0.2126,0.0609,0.0815,0.1425,0.061,0.1074,0.1428,0.0354,0.0963,0.1767,0.0804,0.1174,0.2679,0.1505,0.1142
"15971","s046",8,21,0.0913,0.2698,0.1785,0.1237,0.2458,0.1221,0.0668,0.1776,0.1108,0.0989,0.2226,0.1237,0.0868,1.7207,1.6339,0.1159,0.1605,0.0446,0.0989,0.1304,0.0315,0.1298,0.1457,0.0159,0.1153,0.1778,0.0625,0.1306,0.2676,0.137,0.1034
"15972","s046",8,22,0.1292,0.2905,0.1613,0.1208,0.1902,0.0694,0.0786,0.1577,0.0791,0.0995,0.2295,0.13,0.0915,0.4515,0.36,0.147,0.1275,-0.0195,0.101,0.1433,0.0423,0.1219,0.1177,-0.0042,0.1116,0.2039,0.0923,0.1187,0.2592,0.1405,0.1213
"15974","s046",8,24,0.1121,0.2961,0.184,0.0944,0.1298,0.0354,0.0578,0.1459,0.0881,0.0834,0.2018,0.1184,0.0736,0.4012,0.3276,0.1269,0.143,0.0161,0.0907,0.0958,0.0051,0.1319,0.129,-0.0029,0.0987,0.1776,0.0789,0.1018,0.2802,0.1784,0.1002
"15975","s046",8,25,0.1237,0.3451,0.2214,0.0654,0.1303,0.0649,0.0707,0.176,0.1053,0.0847,0.2295,0.1448,0.0797,0.4783,0.3986,0.1161,0.1633,0.0472,0.0823,0.1489,0.0666,0.1211,0.1415,0.0204,0.0915,0.1611,0.0696,0.1203,0.2942,0.1739,0.0921
"15977","s046",8,27,0.1005,0.2953,0.1948,0.0915,0.1456,0.0541,0.0639,0.1544,0.0905,0.0971,0.2218,0.1247,0.0707,0.5004,0.4297,0.1332,0.1506,0.0174,0.1126,0.1673,0.0547,0.0987,0.136,0.0373,0.0926,0.1978,0.1052,0.0966,0.2323,0.1357,0.1087
"15979","s046",8,29,0.1089,0.2425,0.1336,0.1024,0.1808,0.0784,0.0739,0.1538,0.0799,0.0905,0.1994,0.1089,0.0868,0.4999,0.4131,0.1158,0.1789,0.0631,0.0778,0.1404,0.0626,0.1142,0.1372,0.023,0.1029,0.2527,0.1498,0.12,0.3288,0.2088,0.0236
"15980","s046",8,30,0.1348,0.3075,0.1727,0.0931,0.1825,0.0894,0.0573,0.1502,0.0929,0.0831,0.1904,0.1073,0.0865,0.4318,0.3453,0.1272,0.1441,0.0169,0.1024,0.1265,0.0241,0.1319,0.1137,-0.0182,0.1296,0.1845,0.0549,0.1435,0.737,0.5935,0.1464
"15981","s046",8,31,0.1445,0.2341,0.0896,0.0878,0.1646,0.0768,0.0649,0.1477,0.0828,0.0718,0.1749,0.1031,0.0749,0.4553,0.3804,0.1493,0.186,0.0367,0.0826,0.1172,0.0346,0.1047,0.1245,0.0198,0.0963,0.1831,0.0868,0.115,0.2354,0.1204,0.1213
"15982","s046",8,32,0.1198,0.3117,0.1919,0.0873,0.1691,0.0818,0.0726,0.151,0.0784,0.0815,0.1899,0.1084,0.0781,0.4434,0.3653,0.1258,0.1382,0.0124,0.0907,0.109,0.0183,0.1424,0.1216,-0.0208,0.0902,0.1754,0.0852,0.1045,0.304,0.1995,0.1084
"15983","s046",8,33,0.1306,0.2793,0.1487,0.0828,0.143,0.0602,0.0649,0.1245,0.0596,0.0918,0.1991,0.1073,0.0744,0.5967,0.5223,0.1541,0.1824,0.0283,0.0865,0.209,0.1225,0.1503,0.2139,0.0636,0.1111,0.2255,0.1144,0.0984,0.2634,0.165,0.1026
"15984","s046",8,34,0.1322,0.2455,0.1133,0.0971,0.1536,0.0565,0.0615,0.142,0.0805,0.0831,0.1975,0.1144,0.0715,0.4342,0.3627,0.129,0.1301,0.0011,0.0815,0.1285,0.047,0.1055,0.0971,-0.0084,0.0936,0.1804,0.0868,0.1074,0.2318,0.1244,0.1034
"15985","s046",8,35,0.0839,0.2642,0.1803,0.0894,0.1387,0.0493,0.0675,0.1437,0.0762,0.0926,0.2057,0.1131,0.0749,0.4331,0.3582,0.1298,0.1282,-0.0016,0.0889,0.1338,0.0449,0.1188,0.0932,-0.0256,0.0948,0.1655,0.0707,0.12,0.2444,0.1244,0.1066
"15986","s046",8,36,0.1145,0.2463,0.1318,0.0923,0.1535,0.0612,0.0649,0.1456,0.0807,0.0892,0.3867,0.2975,0.0691,0.4574,0.3883,0.1108,0.1129,0.0021,0.067,0.1251,0.0581,0.1182,0.1053,-0.0129,0.0765,0.1772,0.1007,0.0768,0.2286,0.1518,0.0881
"15990","s046",8,40,0.1008,0.2474,0.1466,0.0921,0.1805,0.0884,0.0712,0.1749,0.1037,0.0712,0.2052,0.134,0.077,0.4447,0.3677,0.1496,0.1902,0.0406,0.0973,0.1275,0.0302,0.1195,0.1778,0.0583,0.1287,0.2086,0.0799,0.11,0.2771,0.1671,0.1039
"15991","s046",8,41,0.1351,0.3107,0.1756,0.1045,0.1742,0.0697,0.0699,0.1519,0.082,0.1089,0.1954,0.0865,0.0884,0.5149,0.4265,0.1147,0.1551,0.0404,0.077,0.1161,0.0391,0.1145,0.1032,-0.0113,0.1002,0.1841,0.0839,0.0918,0.2671,0.1753,0.1029
"15992","s046",8,42,0.1285,0.4122,0.2837,0.0784,0.1325,0.0541,0.0662,0.1654,0.0992,0.0831,0.1862,0.1031,0.0834,0.6853,0.6019,0.099,0.1365,0.0375,0.0897,0.1618,0.0721,0.1142,0.118,0.0038,0.0984,0.1881,0.0897,0.1063,0.2388,0.1325,0.1076
"15993","s046",8,43,0.1026,0.3243,0.2217,0.0794,0.1475,0.0681,0.0678,0.1588,0.091,0.0723,0.2036,0.1313,0.0697,0.4591,0.3894,0.109,0.1829,0.0739,0.0944,0.153,0.0586,0.1169,0.1513,0.0344,0.1074,0.2063,0.0989,0.1187,0.261,0.1423,0.0871
"15995","s046",8,45,0.1082,0.3202,0.212,0.0728,0.9639,0.8911,0.0583,0.6543,0.596,0.0641,0.2062,0.1421,0.0538,0.3822,0.3284,0.111,0.2215,0.1105,0.1087,0.2317,0.123,0.1213,0.1559,0.0346,0.0931,0.192,0.0989,0.1087,0.2528,0.1441,0.0921
"15997","s046",8,47,0.0865,0.2381,0.1516,0.081,0.1762,0.0952,0.0628,0.1564,0.0936,0.0702,0.1767,0.1065,0.0765,0.4308,0.3543,0.1163,0.1206,0.0043,0.0849,0.1325,0.0476,0.104,0.0784,-0.0256,0.0934,0.177,0.0836,0.0958,0.2392,0.1434,0.0952
"15998","s046",8,48,0.1058,0.3563,0.2505,0.0889,0.1622,0.0733,0.0628,0.1369,0.0741,0.0733,0.2154,0.1421,0.0789,0.4695,0.3906,0.0992,0.123,0.0238,0.0878,0.1188,0.031,0.119,0.0939,-0.0251,0.103,0.1647,0.0617,0.1058,0.2373,0.1315,0.0987
"15999","s046",8,49,0.1182,0.5087,0.3905,0.0768,0.1438,0.067,0.0599,0.1541,0.0942,0.0631,0.1868,0.1237,0.0673,0.4049,0.3376,0.0997,0.3247,0.225,0.0765,0.1578,0.0813,0.1005,0.1414,0.0409,0.0849,0.1606,0.0757,0.0955,0.2315,0.136,0.0889
"16000","s046",8,50,0.1113,0.3802,0.2689,0.081,0.1261,0.0451,0.0612,0.1554,0.0942,0.0894,0.2492,0.1598,0.0871,0.5165,0.4294,0.1077,0.1135,0.0058,0.076,0.1093,0.0333,0.1195,0.1058,-0.0137,0.0794,0.1553,0.0759,0.0929,0.2291,0.1362,0.0923
"16352","s047",8,2,0.0678,0.2141,0.1463,0.0575,0.6063,0.5488,0.0464,0.144,0.0976,0.0557,0.7627,0.707,0.0475,0.5589,0.5114,0.076,0.4779,0.4019,0.0562,0.1475,0.0913,0.0309,0.0845,0.0536,0.1,0.1417,0.0417,0.1045,0.226,0.1215,0.1
"16353","s047",8,3,0.0826,0.1677,0.0851,0.077,0.3906,0.3136,0.0757,0.1237,0.048,0.0551,0.8072,0.7521,0.0778,0.8664,0.7886,0.0699,0.2226,0.1527,0.0863,0.1199,0.0336,0.0842,0.104,0.0198,0.1325,0.1253,-0.0072,0.1275,0.2643,0.1368,0.0947
"16354","s047",8,4,0.0691,0.1597,0.0906,0.0929,0.1768,0.0839,0.0683,0.1395,0.0712,0.0528,0.8858,0.833,0.0686,0.4026,0.334,0.0866,0.1903,0.1037,0.0612,0.098,0.0368,0.0697,0.0948,0.0251,0.0958,0.1538,0.058,0.0876,0.2407,0.1531,0.0847
"16355","s047",8,5,0.1026,0.1706,0.068,0.0836,0.1596,0.076,0.0631,0.1296,0.0665,0.0704,0.6149,0.5445,0.0726,0.3755,0.3029,0.0916,0.1845,0.0929,0.0794,0.0908,0.0114,0.0628,0.1008,0.038,0.1129,0.1353,0.0224,0.0995,0.2067,0.1072,0.1113
"16356","s047",8,6,0.1008,0.163,0.0622,0.0852,0.1783,0.0931,0.0633,0.1295,0.0662,0.0702,0.5177,0.4475,0.0757,0.3625,0.2868,0.0913,0.1786,0.0873,0.0744,0.1022,0.0278,0.0686,0.0884,0.0198,0.0747,0.0958,0.0211,0.0958,0.1867,0.0909,0.1227
"16357","s047",8,7,0.0855,0.1785,0.093,0.0615,0.1623,0.1008,0.0557,0.1209,0.0652,0.0554,0.5232,0.4678,0.071,0.3433,0.2723,0.0784,0.1655,0.0871,0.0844,0.1009,0.0165,0.066,0.0547,-0.0113,0.0884,0.124,0.0356,0.0636,0.1832,0.1196,0.086
"16358","s047",8,8,0.096,0.1779,0.0819,0.0565,0.1673,0.1108,0.0496,0.1153,0.0657,0.0438,0.4913,0.4475,0.0657,0.3087,0.243,0.0882,0.1639,0.0757,0.1068,0.1259,0.0191,0.0657,0.0238,-0.0419,0.0844,0.1408,0.0564,0.0723,0.1737,0.1014,0.1058
"16359","s047",8,9,0.1084,0.169,0.0606,0.0675,0.1543,0.0868,0.0623,0.1135,0.0512,0.0573,0.5404,0.4831,0.0704,0.3414,0.271,0.0889,0.1704,0.0815,0.0865,0.114,0.0275,0.0425,0.0156,-0.0269,0.0905,0.1554,0.0649,0.0876,0.1938,0.1062,0.0995
"16360","s047",8,10,0.1071,0.2049,0.0978,0.0668,0.1568,0.09,0.0757,0.1132,0.0375,0.0525,0.548,0.4955,0.0984,1.0189,0.9205,0.0847,0.1926,0.1079,0.0794,0.1064,0.027,0.0581,0.0373,-0.0208,0.0849,0.1142,0.0293,0.0665,0.2017,0.1352,0.076
"16361","s047",8,11,0.0631,0.1696,0.1065,0.0657,0.1897,0.124,0.0691,0.3671,0.298,0.0615,0.5929,0.5314,0.0762,0.3089,0.2327,0.0773,0.1688,0.0915,0.11,0.0987,-0.0113,0.0794,0.4405,0.3611,0.081,0.2709,0.1899,0.0744,0.2296,0.1552,0.1034
